Index,KOD_FASILITI,STATUS,SEKTOR,SUBSEKTOR,PROGRAM_GROUP,NEGERI,DAERAH,KATEGORI_FASILITI,JENIS_FASILITI,NAMA,ALAMAT,BANDAR,POSKOD,DAERAH_PENTADBIRAN,TELEFON,EMEL,URBAN_RURAL,LATITUD,LONGITUD
1365,21-10060098,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD BUKIT BELIMBING,BUKIT BELIMBING,,45000,,,,,3.3833333,101.2666667
1366,21-10060101,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD BUKIT KERAYONG,"JKR 177, JALAN SEKOLAH, 
KAPAR, KLANG",,45800,,,,,3.2074453,101.4053334
1367,21-10060102,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD BUKIT KUCHING,JERAM,,45800,,,,,3.2767217,101.3483452
1368,21-10060153,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD PASIR PENAMBANG,PASIR PENAMBANG,,45000,,,,,3.349901,101.2530089
1369,21-10060158,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD PUNCAK ALAM,"89 LORONG NALURI SUKMA 8/14,
BANDAR PUNCAK ALAM",,45010,,,,,3.2322866,101.4252093
1370,21-10060159,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD RAJA MUSA,"BT 8 JALAN RAJA MUSA, BESTARI JAYA",,45600,,,,,3.4058053,101.3146835
1371,21-10060164,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SAWAH SEMPADAN,TANJUNG KARANG,,45500,,,,,3.462647,101.2208743
1372,21-10060174,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SRI TIRAM JAYA,"SRI TIRAM JAYA, TANJONG KARANG",,45500,,,,,3.427522,101.2546969
1373,21-10060179,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SUNGAI BURONG,"BATU 12, JALAN BERNAM,
TANJUNG KARANG",,45500,,,,,3.463954,101.1383294
1374,21-10060181,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SUNGAI GULANG-GULANG,"JALAN SUNGAI GULANG-GULANG, TANJUNG KARANG",,45500,,,,,3.4089749,101.2045631
1375,21-10060184,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SUNGAI SEMBILANG,JERAM,,45800,,,,,3.1948924,101.3204361
1376,21-10060187,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD SUNGAI SIREH,"KAMPUNG SUNGAI SIREH,
TANJONG KARANG",,45500,,,,,3.4697557,101.1732557
1377,21-10060198,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD TIRAM SETIA,TANJUNG KARANG,,45500,,,,,3.427952,101.246828
1378,21-10060225,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD PARIT EMPAT,"BAN 2, TANJUNG KARANG",,45500,,,,,3.5036921,101.1407251
1379,21-10060226,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD KAMPUNG KUANTAN,KUALA SELANGOR,,45600,,,,,3.361159,101.2999792
1380,21-10060227,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,KLINIK,KLINIK DESA,KD JAYA SETIA,BESTARI JAYA,,45600,,,,,3.3636315,101.4193865
1381,21-10070119,BUKA,AWAM,KKM,,SELANGOR,PETALING,KLINIK,KLINIK DESA,KD KAMPUNG DAMANSARA,JLN.17A/9 SEKSYEN 17,,46400,,,,,3.1309375,101.6325625
1382,21-10070142,BUKA,AWAM,KKM,,SELANGOR,PETALING,KLINIK,KLINIK DESA,KD MERBAU SEMPAK,"BT18, JLN KUALA SELANGOR,
SUNGAI BULOH",,47000,,,,,3.2171071,101.5144149
1383,21-10080090,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD BATU 4 SEPINTAS,JALAN SEKOLAH,,45200,,,,,3.7799387,101.0298177
1384,21-10080115,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD KAMPUNG BANTING,"JALAN KG. BANTING, SUNGAI AIR TAWAR",,45100,,,,,3.75224,100.92053
1385,21-10080116,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD KAMPUNG BARU,JALAN KG. BARU,,45200,,,,,3.7776187,100.9591057
1386,21-10080117,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD KAMPUNG BATU 38,JALAN SEKENDI BATU 38,,45200,,,,,3.7538122,100.9568802
1388,21-10080131,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD KAMPUNG SUNGAI PULAI,JALAN BAGAN SG PULAI,,45200,,,,,3.720954,100.938695
1389,21-10080132,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD KAMPUNG SUNGAI TENGAR,JALAN BESAR SG. TENGAR,,45100,,,,,3.824323,100.8771059
1390,21-10080141,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD LUBUK PUSING,"JALAN PT. 13 KG. TOK KHALIFAH, 
SUNGAI BESAR",,45100,,,,,3.7581874,101.0845213
1391,21-10080146,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT 12,"JALAN PARIT 12 TIMUR, SUNGAI BESAR",,45300,,,,,3.7418953,101.0445814
1392,21-10080147,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT 4,"JALAN PEKET 20, KAMPUNG SG. HAJI DORANI JALAN PEKAN SELASA, 
SUNGAI BESAR",,45300,,,,,3.6580269,101.0504031
1393,21-10080148,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT 6,"JALAN PARIT 6 TIMUR, SUNGAI BESAR",,45300,,,,,3.6947201,101.0319579
1394,21-10080149,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT 9 SUNGAI BESAR,JALAN PARIT 9 BARAT SUNGAI BESAR,,45300,,,,,3.7299,101.03
1395,21-10080150,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT 9,"JALAN PARIT 9, KG. SG. LEMAN, SEKINCAN",,45400,,,,,3.5660065,101.1134182
1396,21-10080151,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PARIT BARU BAROH,"JALAN BAGAN PARIT BARU BAROH, 
SUNGAI AIR TAWAR",,45100,,,,,3.8302061,100.8444746
1397,21-10080152,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD PASIR PANJANG,"JALAN BESAR PEKAN PASIR PANJANG, SEKINCAN",,45400,,,,,3.5670893,101.0745286
1398,21-10080171,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD SIMPANG 4,"JALAN BAGAN NAKHODA OMAR,
 SUNGAI AIR TAWAR",,45100,,,,,3.7896688,100.8371759
1399,21-10080180,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD SUNGAI BURUNG,JALAN PANCANG BEDENA,,45300,,,,,3.6896635,100.9332962
1400,21-10080183,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD SUNGAI NIBONG,"JALAN BESAR KG. SG NIBONG, SEKINCAN",,45400,,,,,3.6030945,101.0566788
1401,21-10080193,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD TEBUK MUFRAT,"BATU 1, JALAN FERI, JALAN TEBUK MUFRAT, SUNGAI AIR TAWAR",,45100,,,,,3.802616,100.9183111
1402,21-10080196,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,KLINIK,KLINIK DESA,KD TELUK RHU,"JALAN BESAR KG. TELUK RHU, 
 SUNGAI AIR TAWAR",,45100,,,,,3.7850967,100.8648917
1403,21-10090097,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD BUKIT BANGKONG,SUNGAI PELEK,,43950,,,,,2.66945,101.6790149
1404,21-10090104,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD DATO ABU BAKAR BAGINDA,KAJANG,,43000,,,,,2.9570295,101.738147
1405,21-10090106,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD GECHING,JALAN LABU LANJUT,,43900,,,,,2.7956911,101.7214426
1406,21-10090113,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD JENDERAM HULU,"KAMPUNG JENDERAM HULU, DENGKIL",,43800,,,,,2.8471431,101.7383515
1407,21-10090157,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD PULAU MERANTI,PUCHONG,,47100,,,,,2.9622133,101.6345255
1408,21-10090168,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD SG. MERAB LUAR,KAJANG,,43000,,,,,2.9379688,101.7493187
1409,21-10090176,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD SUNGAI BUAH,"JKR 248, BATU 30, 
JALAN KAJANG, DENGKIL",,43800,,,,,2.8794284,101.7641687
1410,21-10090201,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK DESA,KD ULU CHUCUH,SUNGAI PELEK,,43950,,,,,2.6753622,101.6848926
1411,21-10020203,BUKA,AWAM,KKM,,SELANGOR,HULU LANGAT,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA CHERAS BARU,"JALAN 49 BUKIT E, CHERAS BARU",,43000,,,,,3.1120473,101.7534193
1412,21-10072313,BUKA,AWAM,KKM,,SELANGOR,SEPANG,KLINIK,KLINIK KESIHATAN,KK DESA PUTRA,"JALAN UTAMA DESA PUTRA, KAJANG",,43000,,03-8926 9536,,,2.9197237,101.7321066
1413,21-10020232,BUKA,AWAM,KKM,,SELANGOR,HULU LANGAT,KLINIK,KLINIK KESIHATAN,KK TAMAN NIRWANA,"KAMPUNG PANDAN, HULU LANGAT",,55100,,,,,3.1457436,101.7506346
1414,21-10030231,BUKA,AWAM,KKM,,SELANGOR,HULU SELANGOR,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA BUKIT SENTOSA,"JALAN SEROJA, 1A BUKIT SENTOSA",,44200,,,,,3.4170973,101.5772111
1415,21-10030205,BUKA,AWAM,KKM,,SELANGOR,HULU SELANGOR,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA KUALA KUBU BARU,JALAN KOLAM AIR,,44000,,,,,3.560932,101.658546
1416,21-14010009,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK BANDAR TUN RAZAK,"NO. 16 & 18 JALAN JUJUR 3, 
BANDAR TUN RAZAK",,56000,,,,,3.0869324,101.7204635
1417,21-14010010,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK BATU MUDA,"NO. 7, JALAN 3/124, 
TAMAN BATU MUDA",,51100,,,,,3.2116858,101.684082
1418,21-14010011,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK CHERAS,"NO. 14, JALAN YAACOB LATIF, 
CHERAS, KUALA LUMPUR",,56000,,,,,3.106658,101.7268766
1419,21-14010012,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK CHERAS BARU,JALAN 16 KAMPUNG CHERAS BARU,,56100,,,,,3.1060688,101.7484261
1420,21-14010013,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK DATO' KERAMAT,"PT 1199, JALAN ENGGANG SELATAN 2, TAMAN KERAMAT, 54200, KUALA LUMPUT",,54000,,,,,3.166825,101.7375488
1421,21-14010014,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK JINJANG,"NO.2, JALAN JINJANG SETIA 3, JINJANG UTARA TAMBAHAN",,52000,,,,,3.2199462,101.6547953
1422,21-14010015,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK KAMPUNG PANDAN,"JALAN BELANGKAS, KAMPUNG PANDAN",,55100,,,,,3.1442131,101.7324797
1423,21-14010017,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK PETALING BAHAGIA,"BATU 6, JALAN PUCHONG",,58200,,,,,3.0784066,101.6646799
1424,21-14010018,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK SENTUL,"TINGKAT 2, KOMPLEKS PERNIAGAAN & KOMUNITI, JALAN 3/48A, 
BANDAR BARU SENTUL",,51000,,,,,3.1807278,101.6975293
1425,21-14010019,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK SETAPAK,"TINGKAT 2, WISMA RAMPAI, BLOK PASIFIK, JLN. 34/26, TAMAN SRI RAMPAI",,53200,,,,,3.1951469,101.7314156
1426,21-14010020,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK SUNGAI BESI,"NO.80 & 80-1, JALAN TASIK UTAMA 5, MEDAN NIAGA TASIK DAMAI, 
SUNGAI BESI, KUALA LUMPUR",,57000,,,,,3.0616377,101.708742
1427,21-14010021,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK TANGLIN,"JALAN CENDERASARI, KUALA LUMPUR",,50590,,,,,3.1447445,101.6909408
1428,21-14010069,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK UTC PUDU SENTRAL,"ARAS G LOT A42-A46 PUDU SENTRAL, 
JALAN PUDU",,55100,,,,,3.1458684,101.7007419
1429,21-14010082,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK UTC KERAMAT MALL,"LOT NO. 3, TINGKAT UG, UTC KERAMAT MALL, JALAN DATO' KERAMAT",,51200,,,,,3.1689298,101.7276507
1430,21-14010411,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK KUALA LUMPUR,"LOT 151 & 116, JALAN TEMERLOH, 
TAMAN TASIK TITIWANGSA",,53200,,,,,3.1736162,101.7082792
1431,21-14010059,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK SEGAMBUT,"LOT 13725 SEGAMBUT TENGAH,
KUALA LUMPUR",,52100,,,,,3.1826879,101.6543326
1432,21-14010039,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK SALAK SELATAN,"LOT 13836, JLN 1, SALAK SELATAN",,57100,,,,,3.0912836,101.7020525
1433,21-14010058,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK MUHIBBAH,"KOMPLEKS KOMUNITI MUHIBBAH, JLN 1/152 JLN. OUG",,58200,,,,,3.0625548,101.6595514
1434,21-16010003,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,WILAYAH PERSEKUTUAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK PUTRAJAYA PRESINT 9,"NO 1, JALAN PRESINT 9E, PRESINT 9,
PUTRAJAYA",,62250,,,,,2.9414133,101.6761639
1435,21-16010008,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,WILAYAH PERSEKUTUAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK PUTRAJAYA PRESINT 14,"LOT BILIK BACAAN, BLOK E, KUARTERS KAKITANGAN KERAJAAN PRESINT 14, PUTRAJAYA",,62250,,,,,2.9535879,101.7262156
1436,21-16010009,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,WILAYAH PERSEKUTUAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK PUTRAJAYA PRESINT 11,"KUARTERS PENJAWAT AWAM, ZON 6B, JALAN P11J, PRESINT 11, PUTRAJAYA",,62300,,,,,2.9527515,101.6773161
1437,21-16010010,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,WILAYAH PERSEKUTUAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN,KK PUTRAJAYA PRESINT 18,"JALAN P18C1, PRESINT 18, PUTRAJAYA",,62500,,,,,2.9222489,101.6982225
1438,21-14010048,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM KERINCHI,"ARAS BAWAH BLOK E, PPR KERINCHI, JALAN PANTAI PERMAI 1, JALAN PANTAI PERMAI",,59200,,,,,3.114148,101.6643038
1439,21-14010049,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM PERKASA,"B-0-1, BLOK B, PPR PERKASA, JALAN NAKHODA YUSOF, KAMPUNG PANDAN",,55100,,,,,3.140636,101.7288931
1440,21-14010050,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM TAMAN MELATI,"DEWAN SERBAGUNA, PUSAT KONUNITI GOMBAK, TAMAN MELATI",,53100,,,,,3.221806,101.725659
1441,21-14010051,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM INTAN BAIDURI,"B-0-5, BLOK B, KEPONG UTARA, 
MUKIM BATU, KEPONG",,52100,,,,,3.207742,101.6449891
1442,21-14010052,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM DESA REJANG,"BLOK B-0-1, PPR DESA REJANG, SETAPAK",,53300,,,,,3.1894084,101.73035
1443,21-14010054,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM DESA TUN RAZAK,"TINGKAT BAWAH BLOK 8, 
PPR DESA TUN RAZAK",,56000,,,,,3.079034,101.718229
1444,21-14010065,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM METRO PRIMA,"NO 5 & 7, JLN PRIMA 7, METRO PRIMA",,52100,,,,,3.2125871,101.6416448
1445,21-14010057,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM SERI MALAYSIA,"A-0-5, PPR SERI MALAYSIA, SUNGAI BESI",,57100,,,,,3.057444,101.71787
1446,21-14010064,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM PPR SERI ALAM,"PPR SERI ALAM BLOK 1, 
JALAN SG BESI PUDU",,56000,,,,,3.134848,101.7135562
1447,21-14010067,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM KUCHAI ENT.PARK,"NO 47 & 49 JALAN 10/116B, 
KUCHAI ENT.PARK",,58200,,,,,3.090053,101.6900381
1448,21-14010066,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM HANG TUAH,BANGUNAN KLINIK KESIHATAN IBU ANAK HANG TUAH,,55200,,,,,3.1499222,101.6944619
1449,21-14010061,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM FLAT DANAU KOTA,ARAS BAWAH BLOK D FLAT DANAU KOTA SETAPAK,,53300,,,,,3.2025275,101.7168871
1451,21-14010077,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,"KKOM TAMAN TUN DR ISMAIL, KUALA LUMPUR","JALAN TUN MOHD FUAD, TAMAN TUN DR ISMAIL, KUALA LUMPUR",,60000,,,,,3.1400215,101.6304376
1452,21-14010079,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM SUNGAI MULIA JALAN GOMBAK,"BANGUNAN KUARTERS LAMA KAKITANGAN JKWPKL&P SUNGAI MULIA, 
JLN GOMBAK, KUALA LUMPUR",,53000,,,,,3.2096156,101.7048038
1453,21-14010084,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM PINGGIRAN BUKIT JALIL,"BLOK E (ARAS BAWAH) PPR PINGGIRAN BUKIT JALIL, (JALAN BUKIT JALIL INDAH 1), BUKIT JALIL",,57000,,,,,3.0586745,101.6917068
1454,21-14010086,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM PANTAI RIA,"ARAS BAWAH KOLONG BLOK A, PPR PANTAI RIA, JLN. KAMPONG PASIR, KAMPUNG PASIR, OFF JLN. KLANG LAMA, 
PANTAI DALAM, KUALA LUMPUR",,59200,,,,,3.111359,101.6622439
1455,21-14010412,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM RAYA PERMAI,"D-00-01, PPR RAYA PERMAI, JALAN SUNGAI BESI, WILAYAH PERSEKUTUAN, SUNGAI BESI, KUALA LUMPUR",,57100,,,,,3.0445225,101.7233698
1456,21-14010413,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KOMUNITI,KKOM TAMAN WAHYU,"C-00-09, BLOK C, TINGKAT BAWAH, PPR TAMAN WAHYU 2, BATU 6 1/2, 
JALAN IPOH, KUALA LUMPUR",,51200,,,,,3.218694,101.6706719
1458,21-14010033,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA BANDAR TUN RAZAK,"BLOK 90-00-05, FLAT SRI KOTA, 
BANDAR TUN RAZAK",,56000,,,,,3.0891939,101.7141464
1459,21-14010035,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA TAMAN SRI SENTOSA,"BLOK 67-00-01 & 67-00-02, 
TAMAN SRI SENTOSA",,55800,,,,,3.07658,101.6545612
1460,21-14010036,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA TAMAN PANTAI INDAH,"NO 7, JLN 2/ 112 F, TAMAN PANTAI INDAH, JLN PANTAI DALAM, BANGSAR",,59100,,,,,3.0939558,101.6692483
1461,21-14010037,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,KLINIK,KLINIK KESIHATAN IBU DAN ANAK,KKIA CHERAS MAKMUR,"NO 16 & 18 JLN 2/96 A, 
TAMAN CHERAS MAKMUR",,56100,,,,,3.1019399,101.7406651
